date,ticker,mode,value,invested
2017-07-07,SPY,dd_hybrid,1528.59,1400.00
2017-07-10,SPY,dd_hybrid,1530.23,1400.00
2017-07-11,SPY,dd_hybrid,1529.10,1400.00
2017-07-12,SPY,dd_hybrid,1540.59,1400.00
2017-07-13,SPY,dd_hybrid,1543.18,1400.00
2017-07-14,SPY,dd_hybrid,1550.37,1400.00
2017-07-17,SPY,dd_hybrid,1550.19,1400.00
2017-07-18,SPY,dd_hybrid,1551.01,1400.00
2017-07-19,SPY,dd_hybrid,1559.40,1400.00
2017-07-20,SPY,dd_hybrid,1560.10,1400.00
2017-07-21,SPY,dd_hybrid,1558.71,1400.00
2017-07-24,SPY,dd_hybrid,1558.33,1400.00
2017-07-25,SPY,dd_hybrid,1562.12,1400.00
2017-07-26,SPY,dd_hybrid,1562.18,1400.00
2017-07-27,SPY,dd_hybrid,1560.73,1400.00
2017-07-28,SPY,dd_hybrid,1558.90,1400.00
2017-07-31,SPY,dd_hybrid,1558.01,1400.00
2017-08-01,SPY,dd_hybrid,1661.49,1500.00
2017-08-02,SPY,dd_hybrid,1662.29,1500.00
2017-08-03,SPY,dd_hybrid,1659.07,1500.00
2017-08-04,SPY,dd_hybrid,1662.09,1500.00
2017-08-07,SPY,dd_hybrid,1665.18,1500.00
2017-08-08,SPY,dd_hybrid,1661.08,1500.00
2017-08-09,SPY,dd_hybrid,1661.02,1500.00
2017-08-10,SPY,dd_hybrid,1637.57,1500.00
2017-08-11,SPY,dd_hybrid,1639.99,1500.00
2017-08-14,SPY,dd_hybrid,1656.25,1500.00
2017-08-15,SPY,dd_hybrid,1656.04,1500.00
2017-08-16,SPY,dd_hybrid,1658.93,1500.00
2017-08-17,SPY,dd_hybrid,1633.07,1500.00
2017-08-18,SPY,dd_hybrid,1630.52,1500.00
2017-08-21,SPY,dd_hybrid,1631.79,1500.00
2017-08-22,SPY,dd_hybrid,1648.86,1500.00
2017-08-23,SPY,dd_hybrid,1642.94,1500.00
2017-08-24,SPY,dd_hybrid,1639.12,1500.00
2017-08-25,SPY,dd_hybrid,1642.94,1500.00
2017-08-28,SPY,dd_hybrid,1643.01,1500.00
2017-08-29,SPY,dd_hybrid,1644.89,1500.00
2017-08-30,SPY,dd_hybrid,1652.69,1500.00
2017-08-31,SPY,dd_hybrid,1662.63,1500.00
2017-09-01,SPY,dd_hybrid,1764.98,1600.00
2017-09-05,SPY,dd_hybrid,1752.30,1600.00
2017-09-06,SPY,dd_hybrid,1758.29,1600.00
2017-09-07,SPY,dd_hybrid,1758.07,1600.00
2017-09-08,SPY,dd_hybrid,1756.01,1600.00
2017-09-11,SPY,dd_hybrid,1774.74,1600.00
2017-09-12,SPY,dd_hybrid,1780.72,1600.00
2017-09-13,SPY,dd_hybrid,1781.57,1600.00
2017-09-14,SPY,dd_hybrid,1781.00,1600.00
2017-09-15,SPY,dd_hybrid,1783.40,1600.00
2017-09-18,SPY,dd_hybrid,1787.19,1600.00
2017-09-19,SPY,dd_hybrid,1788.98,1600.00
2017-09-20,SPY,dd_hybrid,1789.63,1600.00
2017-09-21,SPY,dd_hybrid,1784.83,1600.00
2017-09-22,SPY,dd_hybrid,1785.19,1600.00
2017-09-25,SPY,dd_hybrid,1781.54,1600.00
2017-09-26,SPY,dd_hybrid,1782.61,1600.00
2017-09-27,SPY,dd_hybrid,1789.56,1600.00
2017-09-28,SPY,dd_hybrid,1791.70,1600.00
2017-09-29,SPY,dd_hybrid,1798.00,1600.00
2017-10-02,SPY,dd_hybrid,1905.80,1700.00
2017-10-03,SPY,dd_hybrid,1909.88,1700.00
2017-10-04,SPY,dd_hybrid,1912.15,1700.00
2017-10-05,SPY,dd_hybrid,1923.48,1700.00
2017-10-06,SPY,dd_hybrid,1921.29,1700.00
2017-10-09,SPY,dd_hybrid,1918.11,1700.00
2017-10-10,SPY,dd_hybrid,1923.17,1700.00
2017-10-11,SPY,dd_hybrid,1926.19,1700.00
2017-10-12,SPY,dd_hybrid,1923.32,1700.00
2017-10-13,SPY,dd_hybrid,1925.67,1700.00
2017-10-16,SPY,dd_hybrid,1928.23,1700.00
2017-10-17,SPY,dd_hybrid,1929.59,1700.00
2017-10-18,SPY,dd_hybrid,1931.48,1700.00
2017-10-19,SPY,dd_hybrid,1932.01,1700.00
2017-10-20,SPY,dd_hybrid,1941.98,1700.00
2017-10-23,SPY,dd_hybrid,1934.43,1700.00
2017-10-24,SPY,dd_hybrid,1937.83,1700.00
2017-10-25,SPY,dd_hybrid,1928.23,1700.00
2017-10-26,SPY,dd_hybrid,1930.73,1700.00
2017-10-27,SPY,dd_hybrid,1946.51,1700.00
2017-10-30,SPY,dd_hybrid,1939.26,1700.00
2017-10-31,SPY,dd_hybrid,1942.28,1700.00
2017-11-01,SPY,dd_hybrid,2044.85,1800.00
2017-11-02,SPY,dd_hybrid,2045.65,1800.00
2017-11-03,SPY,dd_hybrid,2052.47,1800.00
2017-11-06,SPY,dd_hybrid,2055.65,1800.00
2017-11-07,SPY,dd_hybrid,2054.22,1800.00
2017-11-08,SPY,dd_hybrid,2057.72,1800.00
2017-11-09,SPY,dd_hybrid,2050.25,1800.00
2017-11-10,SPY,dd_hybrid,2049.62,1800.00
2017-11-13,SPY,dd_hybrid,2051.52,1800.00
2017-11-14,SPY,dd_hybrid,2046.76,1800.00
2017-11-15,SPY,dd_hybrid,2036.51,1800.00
2017-11-16,SPY,dd_hybrid,2053.83,1800.00
2017-11-17,SPY,dd_hybrid,2047.79,1800.00
2017-11-20,SPY,dd_hybrid,2051.28,1800.00
2017-11-21,SPY,dd_hybrid,2064.70,1800.00
2017-11-22,SPY,dd_hybrid,2062.88,1800.00
2017-11-24,SPY,dd_hybrid,2067.64,1800.00
2017-11-27,SPY,dd_hybrid,2066.61,1800.00
2017-11-28,SPY,dd_hybrid,2087.58,1800.00
2017-11-29,SPY,dd_hybrid,2086.31,1800.00
2017-11-30,SPY,dd_hybrid,2104.57,1800.00
2017-12-01,SPY,dd_hybrid,2200.20,1900.00
2017-12-04,SPY,dd_hybrid,2197.54,1900.00
2017-12-05,SPY,dd_hybrid,2189.64,1900.00
2017-12-06,SPY,dd_hybrid,2190.05,1900.00
2017-12-07,SPY,dd_hybrid,2196.96,1900.00
2017-12-08,SPY,dd_hybrid,2208.94,1900.00
2017-12-11,SPY,dd_hybrid,2215.59,1900.00
2017-12-12,SPY,dd_hybrid,2219.50,1900.00
2017-12-13,SPY,dd_hybrid,2219.25,1900.00
2017-12-14,SPY,dd_hybrid,2210.19,1900.00
2017-12-15,SPY,dd_hybrid,2228.59,1900.00
2017-12-18,SPY,dd_hybrid,2242.72,1900.00
2017-12-19,SPY,dd_hybrid,2234.11,1900.00
2017-12-20,SPY,dd_hybrid,2232.94,1900.00
2017-12-21,SPY,dd_hybrid,2237.54,1900.00
2017-12-22,SPY,dd_hybrid,2236.95,1900.00
2017-12-26,SPY,dd_hybrid,2234.28,1900.00
2017-12-27,SPY,dd_hybrid,2235.36,1900.00
2017-12-28,SPY,dd_hybrid,2239.96,1900.00
2017-12-29,SPY,dd_hybrid,2231.52,1900.00
2018-01-02,SPY,dd_hybrid,2347.49,2000.00
2018-01-03,SPY,dd_hybrid,2362.34,2000.00
2018-01-04,SPY,dd_hybrid,2372.29,2000.00
2018-01-05,SPY,dd_hybrid,2388.10,2000.00
2018-01-08,SPY,dd_hybrid,2392.47,2000.00
2018-01-09,SPY,dd_hybrid,2397.89,2000.00
2018-01-10,SPY,dd_hybrid,2394.22,2000.00
2018-01-11,SPY,dd_hybrid,2411.69,2000.00
2018-01-12,SPY,dd_hybrid,2427.41,2000.00
2018-01-16,SPY,dd_hybrid,2419.11,2000.00
2018-01-17,SPY,dd_hybrid,2442.17,2000.00
2018-01-18,SPY,dd_hybrid,2438.06,2000.00
2018-01-19,SPY,dd_hybrid,2449.16,2000.00
2018-01-22,SPY,dd_hybrid,2469.07,2000.00
2018-01-23,SPY,dd_hybrid,2474.31,2000.00
2018-01-24,SPY,dd_hybrid,2473.35,2000.00
2018-01-25,SPY,dd_hybrid,2474.40,2000.00
2018-01-26,SPY,dd_hybrid,2503.05,2000.00
2018-01-29,SPY,dd_hybrid,2486.45,2000.00
2018-01-30,SPY,dd_hybrid,2460.95,2000.00
2018-01-31,SPY,dd_hybrid,2462.17,2000.00
2018-02-01,SPY,dd_hybrid,2559.37,2100.00
2018-02-02,SPY,dd_hybrid,2503.66,2100.00
2018-02-05,SPY,dd_hybrid,2398.95,2100.00
2018-02-06,SPY,dd_hybrid,2446.21,2100.00
2018-02-07,SPY,dd_hybrid,2432.94,2100.00
2018-02-08,SPY,dd_hybrid,2341.69,2100.00
2018-02-09,SPY,dd_hybrid,2376.86,2100.00
2018-02-12,SPY,dd_hybrid,2411.76,2100.00
2018-02-13,SPY,dd_hybrid,2417.76,2100.00
2018-02-14,SPY,dd_hybrid,2450.39,2100.00
2018-02-15,SPY,dd_hybrid,2481.66,2100.00
2018-02-16,SPY,dd_hybrid,2482.39,2100.00
2018-02-20,SPY,dd_hybrid,2466.85,2100.00
2018-02-21,SPY,dd_hybrid,2454.57,2100.00
2018-02-22,SPY,dd_hybrid,2457.76,2100.00
2018-02-23,SPY,dd_hybrid,2496.93,2100.00
2018-02-26,SPY,dd_hybrid,2525.93,2100.00
2018-02-27,SPY,dd_hybrid,2494.39,2100.00
2018-02-28,SPY,dd_hybrid,2469.12,2100.00
2018-03-01,SPY,dd_hybrid,2533.22,2200.00
2018-03-02,SPY,dd_hybrid,2546.27,2200.00
2018-03-05,SPY,dd_hybrid,2575.70,2200.00
2018-03-06,SPY,dd_hybrid,2582.23,2200.00
2018-03-07,SPY,dd_hybrid,2581.29,2200.00
2018-03-08,SPY,dd_hybrid,2593.78,2200.00
2018-03-09,SPY,dd_hybrid,2638.91,2200.00
2018-03-12,SPY,dd_hybrid,2635.60,2200.00
2018-03-13,SPY,dd_hybrid,2618.57,2200.00
2018-03-14,SPY,dd_hybrid,2605.13,2200.00
2018-03-15,SPY,dd_hybrid,2602.29,2200.00
2018-03-16,SPY,dd_hybrid,2605.12,2200.00
2018-03-19,SPY,dd_hybrid,2569.87,2200.00
2018-03-20,SPY,dd_hybrid,2574.24,2200.00
2018-03-21,SPY,dd_hybrid,2569.30,2200.00
2018-03-22,SPY,dd_hybrid,2505.07,2200.00
2018-03-23,SPY,dd_hybrid,2451.68,2200.00
2018-03-26,SPY,dd_hybrid,2518.75,2200.00
2018-03-27,SPY,dd_hybrid,2475.91,2200.00
2018-03-28,SPY,dd_hybrid,2468.59,2200.00
2018-03-29,SPY,dd_hybrid,2500.13,2200.00
2018-04-02,SPY,dd_hybrid,2546.17,2300.00
2018-04-03,SPY,dd_hybrid,2578.80,2300.00
2018-04-04,SPY,dd_hybrid,2606.39,2300.00
2018-04-05,SPY,dd_hybrid,2626.96,2300.00
2018-04-06,SPY,dd_hybrid,2568.42,2300.00
2018-04-09,SPY,dd_hybrid,2581.08,2300.00
2018-04-10,SPY,dd_hybrid,2622.12,2300.00
2018-04-11,SPY,dd_hybrid,2608.37,2300.00
2018-04-12,SPY,dd_hybrid,2629.83,2300.00
2018-04-13,SPY,dd_hybrid,2622.12,2300.00
2018-04-16,SPY,dd_hybrid,2643.68,2300.00
2018-04-17,SPY,dd_hybrid,2671.96,2300.00
2018-04-18,SPY,dd_hybrid,2673.94,2300.00
2018-04-19,SPY,dd_hybrid,2659.10,2300.00
2018-04-20,SPY,dd_hybrid,2636.55,2300.00
2018-04-23,SPY,dd_hybrid,2636.16,2300.00
2018-04-24,SPY,dd_hybrid,2600.66,2300.00
2018-04-25,SPY,dd_hybrid,2607.09,2300.00
2018-04-26,SPY,dd_hybrid,2633.59,2300.00
2018-04-27,SPY,dd_hybrid,2636.06,2300.00
2018-04-30,SPY,dd_hybrid,2615.79,2300.00
2018-05-01,SPY,dd_hybrid,2720.44,2400.00
2018-05-02,SPY,dd_hybrid,2702.16,2400.00
2018-05-03,SPY,dd_hybrid,2696.21,2400.00
2018-05-04,SPY,dd_hybrid,2731.11,2400.00
2018-05-07,SPY,dd_hybrid,2740.35,2400.00
2018-05-08,SPY,dd_hybrid,2740.35,2400.00
2018-05-09,SPY,dd_hybrid,2766.84,2400.00
2018-05-10,SPY,dd_hybrid,2792.71,2400.00
2018-05-11,SPY,dd_hybrid,2801.23,2400.00
2018-05-14,SPY,dd_hybrid,2802.57,2400.00
2018-05-15,SPY,dd_hybrid,2783.27,2400.00
2018-05-16,SPY,dd_hybrid,2794.97,2400.00
2018-05-17,SPY,dd_hybrid,2792.61,2400.00
2018-05-18,SPY,dd_hybrid,2785.63,2400.00
2018-05-21,SPY,dd_hybrid,2806.57,2400.00
2018-05-22,SPY,dd_hybrid,2798.77,2400.00
2018-05-23,SPY,dd_hybrid,2806.47,2400.00
2018-05-24,SPY,dd_hybrid,2800.72,2400.00
2018-05-25,SPY,dd_hybrid,2794.05,2400.00
2018-05-29,SPY,dd_hybrid,2761.91,2400.00
2018-05-30,SPY,dd_hybrid,2798.77,2400.00
2018-05-31,SPY,dd_hybrid,2781.62,2400.00
2018-06-01,SPY,dd_hybrid,2908.93,2500.00
2018-06-04,SPY,dd_hybrid,2922.75,2500.00
2018-06-05,SPY,dd_hybrid,2924.88,2500.00
2018-06-06,SPY,dd_hybrid,2949.34,2500.00
2018-06-07,SPY,dd_hybrid,2949.02,2500.00
2018-06-08,SPY,dd_hybrid,2957.74,2500.00
2018-06-11,SPY,dd_hybrid,2961.67,2500.00
2018-06-12,SPY,dd_hybrid,2965.50,2500.00
2018-06-13,SPY,dd_hybrid,2956.03,2500.00
2018-06-14,SPY,dd_hybrid,2963.48,2500.00
2018-06-15,SPY,dd_hybrid,2959.70,2500.00
2018-06-18,SPY,dd_hybrid,2953.61,2500.00
2018-06-19,SPY,dd_hybrid,2942.29,2500.00
2018-06-20,SPY,dd_hybrid,2947.31,2500.00
2018-06-21,SPY,dd_hybrid,2928.83,2500.00
2018-06-22,SPY,dd_hybrid,2934.17,2500.00
2018-06-25,SPY,dd_hybrid,2894.23,2500.00
2018-06-26,SPY,dd_hybrid,2900.64,2500.00
2018-06-27,SPY,dd_hybrid,2876.61,2500.00
2018-06-28,SPY,dd_hybrid,2893.05,2500.00
2018-06-29,SPY,dd_hybrid,2897.22,2500.00
2018-07-02,SPY,dd_hybrid,3003.41,2600.00
2018-07-03,SPY,dd_hybrid,2992.81,2600.00
2018-07-05,SPY,dd_hybrid,3017.22,2600.00
2018-07-06,SPY,dd_hybrid,3042.74,2600.00
2018-07-09,SPY,dd_hybrid,3070.14,2600.00
2018-07-10,SPY,dd_hybrid,3081.19,2600.00
2018-07-11,SPY,dd_hybrid,3058.65,2600.00
2018-07-12,SPY,dd_hybrid,3086.38,2600.00
2018-07-13,SPY,dd_hybrid,3088.81,2600.00
2018-07-16,SPY,dd_hybrid,3086.05,2600.00
2018-07-17,SPY,dd_hybrid,3098.53,2600.00
2018-07-18,SPY,dd_hybrid,3105.05,2600.00
2018-07-19,SPY,dd_hybrid,3093.34,2600.00
2018-07-20,SPY,dd_hybrid,3089.81,2600.00
2018-07-23,SPY,dd_hybrid,3095.55,2600.00
2018-07-24,SPY,dd_hybrid,3111.13,2600.00
2018-07-25,SPY,dd_hybrid,3137.64,2600.00
2018-07-26,SPY,dd_hybrid,3130.24,2600.00
2018-07-27,SPY,dd_hybrid,3109.03,2600.00
2018-07-30,SPY,dd_hybrid,3092.79,2600.00
2018-07-31,SPY,dd_hybrid,3108.03,2600.00
2018-08-01,SPY,dd_hybrid,3202.84,2700.00
2018-08-02,SPY,dd_hybrid,3220.29,2700.00
2018-08-03,SPY,dd_hybrid,3234.09,2700.00
2018-08-06,SPY,dd_hybrid,3245.95,2700.00
2018-08-07,SPY,dd_hybrid,3256.67,2700.00
2018-08-08,SPY,dd_hybrid,3255.30,2700.00
2018-08-09,SPY,dd_hybrid,3250.85,2700.00
2018-08-10,SPY,dd_hybrid,3229.07,2700.00
2018-08-13,SPY,dd_hybrid,3216.98,2700.00
2018-08-14,SPY,dd_hybrid,3237.51,2700.00
2018-08-15,SPY,dd_hybrid,3213.33,2700.00
2018-08-16,SPY,dd_hybrid,3239.33,2700.00
2018-08-17,SPY,dd_hybrid,3250.74,2700.00
2018-08-20,SPY,dd_hybrid,3257.69,2700.00
2018-08-21,SPY,dd_hybrid,3265.33,2700.00
2018-08-22,SPY,dd_hybrid,3263.40,2700.00
2018-08-23,SPY,dd_hybrid,3259.06,2700.00
2018-08-24,SPY,dd_hybrid,3278.68,2700.00
2018-08-27,SPY,dd_hybrid,3304.56,2700.00
2018-08-28,SPY,dd_hybrid,3306.16,2700.00
2018-08-29,SPY,dd_hybrid,3323.95,2700.00
2018-08-30,SPY,dd_hybrid,3310.49,2700.00
2018-08-31,SPY,dd_hybrid,3310.61,2700.00
2018-09-04,SPY,dd_hybrid,3404.90,2800.00
2018-09-05,SPY,dd_hybrid,3395.74,2800.00
2018-09-06,SPY,dd_hybrid,3385.52,2800.00
2018-09-07,SPY,dd_hybrid,3378.94,2800.00
2018-09-10,SPY,dd_hybrid,3384.81,2800.00
2018-09-11,SPY,dd_hybrid,3395.98,2800.00
2018-09-12,SPY,dd_hybrid,3396.80,2800.00
2018-09-13,SPY,dd_hybrid,3416.89,2800.00
2018-09-14,SPY,dd_hybrid,3417.48,2800.00
2018-09-17,SPY,dd_hybrid,3399.38,2800.00
2018-09-18,SPY,dd_hybrid,3417.83,2800.00
2018-09-19,SPY,dd_hybrid,3421.47,2800.00
2018-09-20,SPY,dd_hybrid,3449.20,2800.00
2018-09-21,SPY,dd_hybrid,3446.05,2800.00
2018-09-24,SPY,dd_hybrid,3434.60,2800.00
2018-09-25,SPY,dd_hybrid,3431.41,2800.00
2018-09-26,SPY,dd_hybrid,3421.14,2800.00
2018-09-27,SPY,dd_hybrid,3430.70,2800.00
2018-09-28,SPY,dd_hybrid,3431.06,2800.00
2018-10-01,SPY,dd_hybrid,3542.98,2900.00
2018-10-02,SPY,dd_hybrid,3540.91,2900.00
2018-10-03,SPY,dd_hybrid,3542.86,2900.00
2018-10-04,SPY,dd_hybrid,3515.17,2900.00
2018-10-05,SPY,dd_hybrid,3495.49,2900.00
2018-10-08,SPY,dd_hybrid,3495.49,2900.00
2018-10-09,SPY,dd_hybrid,3490.39,2900.00
2018-10-10,SPY,dd_hybrid,3379.87,2900.00
2018-10-11,SPY,dd_hybrid,3305.43,2900.00
2018-10-12,SPY,dd_hybrid,3351.33,2900.00
2018-10-15,SPY,dd_hybrid,3332.51,2900.00
2018-10-16,SPY,dd_hybrid,3405.38,2900.00
2018-10-17,SPY,dd_hybrid,3405.99,2900.00
2018-10-18,SPY,dd_hybrid,3356.80,2900.00
2018-10-19,SPY,dd_hybrid,3354.98,2900.00
2018-10-22,SPY,dd_hybrid,3339.92,2900.00
2018-10-23,SPY,dd_hybrid,3322.91,2900.00
2018-10-24,SPY,dd_hybrid,3222.24,2900.00
2018-10-25,SPY,dd_hybrid,3280.05,2900.00
2018-10-26,SPY,dd_hybrid,3222.36,2900.00
2018-10-29,SPY,dd_hybrid,3204.50,2900.00
2018-10-30,SPY,dd_hybrid,3251.99,2900.00
2018-10-31,SPY,dd_hybrid,3286.72,2900.00
2018-11-01,SPY,dd_hybrid,3421.70,3000.00
2018-11-02,SPY,dd_hybrid,3401.44,3000.00
2018-11-05,SPY,dd_hybrid,3420.20,3000.00
2018-11-06,SPY,dd_hybrid,3441.84,3000.00
2018-11-07,SPY,dd_hybrid,3515.53,3000.00
2018-11-08,SPY,dd_hybrid,3509.15,3000.00
2018-11-09,SPY,dd_hybrid,3474.87,3000.00
2018-11-12,SPY,dd_hybrid,3409.94,3000.00
2018-11-13,SPY,dd_hybrid,3403.56,3000.00
2018-11-14,SPY,dd_hybrid,3380.29,3000.00
2018-11-15,SPY,dd_hybrid,3415.57,3000.00
2018-11-16,SPY,dd_hybrid,3424.45,3000.00
2018-11-19,SPY,dd_hybrid,3366.53,3000.00
2018-11-20,SPY,dd_hybrid,3304.23,3000.00
2018-11-21,SPY,dd_hybrid,3315.49,3000.00
2018-11-23,SPY,dd_hybrid,3293.34,3000.00
2018-11-26,SPY,dd_hybrid,3346.51,3000.00
2018-11-27,SPY,dd_hybrid,3357.77,3000.00
2018-11-28,SPY,dd_hybrid,3435.09,3000.00
2018-11-29,SPY,dd_hybrid,3427.58,3000.00
2018-11-30,SPY,dd_hybrid,3448.47,3000.00
2018-12-03,SPY,dd_hybrid,3594.13,3100.00
2018-12-04,SPY,dd_hybrid,3477.68,3100.00
2018-12-06,SPY,dd_hybrid,3472.40,3100.00
2018-12-07,SPY,dd_hybrid,3391.72,3100.00
2018-12-10,SPY,dd_hybrid,3398.15,3100.00
2018-12-11,SPY,dd_hybrid,3398.92,3100.00
2018-12-12,SPY,dd_hybrid,3416.04,3100.00
2018-12-13,SPY,dd_hybrid,3414.88,3100.00
2018-12-14,SPY,dd_hybrid,3351.82,3100.00
2018-12-17,SPY,dd_hybrid,3286.07,3100.00
2018-12-18,SPY,dd_hybrid,3282.46,3100.00
2018-12-19,SPY,dd_hybrid,3233.31,3100.00
2018-12-20,SPY,dd_hybrid,3180.67,3100.00
2018-12-21,SPY,dd_hybrid,3115.51,3100.00
2018-12-24,SPY,dd_hybrid,3033.18,3100.00
2018-12-26,SPY,dd_hybrid,3186.43,3100.00
2018-12-27,SPY,dd_hybrid,3210.90,3100.00
2018-12-28,SPY,dd_hybrid,3206.76,3100.00
2018-12-31,SPY,dd_hybrid,3234.84,3100.00
2019-01-02,SPY,dd_hybrid,3338.21,3200.00
2019-01-03,SPY,dd_hybrid,3258.55,3200.00
2019-01-04,SPY,dd_hybrid,3367.70,3200.00
2019-01-07,SPY,dd_hybrid,3394.25,3200.00
2019-01-08,SPY,dd_hybrid,3426.14,3200.00
2019-01-09,SPY,dd_hybrid,3442.15,3200.00
2019-01-10,SPY,dd_hybrid,3454.30,3200.00
2019-01-11,SPY,dd_hybrid,3455.63,3200.00
2019-01-14,SPY,dd_hybrid,3434.55,3200.00
2019-01-15,SPY,dd_hybrid,3473.91,3200.00
2019-01-16,SPY,dd_hybrid,3482.32,3200.00
2019-01-17,SPY,dd_hybrid,3508.74,3200.00
2019-01-18,SPY,dd_hybrid,3555.44,3200.00
2019-01-22,SPY,dd_hybrid,3507.40,3200.00
2019-01-23,SPY,dd_hybrid,3514.74,3200.00
2019-01-24,SPY,dd_hybrid,3516.61,3200.00
2019-01-25,SPY,dd_hybrid,3546.36,3200.00
2019-01-28,SPY,dd_hybrid,3519.41,3200.00
2019-01-29,SPY,dd_hybrid,3514.74,3200.00
2019-01-30,SPY,dd_hybrid,3570.38,3200.00
2019-01-31,SPY,dd_hybrid,3601.74,3200.00
2019-02-01,SPY,dd_hybrid,3703.47,3300.00
2019-02-04,SPY,dd_hybrid,3729.53,3300.00
2019-02-05,SPY,dd_hybrid,3745.16,3300.00
2019-02-06,SPY,dd_hybrid,3740.22,3300.00
2019-02-07,SPY,dd_hybrid,3704.57,3300.00
2019-02-08,SPY,dd_hybrid,3709.09,3300.00
2019-02-11,SPY,dd_hybrid,3711.15,3300.00
2019-02-12,SPY,dd_hybrid,3758.87,3300.00
2019-02-13,SPY,dd_hybrid,3771.08,3300.00
2019-02-14,SPY,dd_hybrid,3762.72,3300.00
2019-02-15,SPY,dd_hybrid,3803.72,3300.00
2019-02-19,SPY,dd_hybrid,3810.30,3300.00
2019-02-20,SPY,dd_hybrid,3817.98,3300.00
2019-02-21,SPY,dd_hybrid,3804.40,3300.00
2019-02-22,SPY,dd_hybrid,3827.99,3300.00
2019-02-25,SPY,dd_hybrid,3833.20,3300.00
2019-02-26,SPY,dd_hybrid,3830.46,3300.00
2019-02-27,SPY,dd_hybrid,3828.81,3300.00
2019-02-28,SPY,dd_hybrid,3821.68,3300.00
2019-03-01,SPY,dd_hybrid,3945.54,3400.00
2019-03-04,SPY,dd_hybrid,3931.19,3400.00
2019-03-05,SPY,dd_hybrid,3925.84,3400.00
2019-03-06,SPY,dd_hybrid,3902.07,3400.00
2019-03-07,SPY,dd_hybrid,3869.43,3400.00
2019-03-08,SPY,dd_hybrid,3861.69,3400.00
2019-03-11,SPY,dd_hybrid,3917.69,3400.00
2019-03-12,SPY,dd_hybrid,3932.46,3400.00
2019-03-13,SPY,dd_hybrid,3958.49,3400.00
2019-03-14,SPY,dd_hybrid,3955.96,3400.00
2019-03-15,SPY,dd_hybrid,3975.50,3400.00
2019-03-18,SPY,dd_hybrid,3989.92,3400.00
2019-03-19,SPY,dd_hybrid,3990.90,3400.00
2019-03-20,SPY,dd_hybrid,3978.89,3400.00
2019-03-21,SPY,dd_hybrid,4023.83,3400.00
2019-03-22,SPY,dd_hybrid,3946.39,3400.00
2019-03-25,SPY,dd_hybrid,3943.42,3400.00
2019-03-26,SPY,dd_hybrid,3972.82,3400.00
2019-03-27,SPY,dd_hybrid,3952.04,3400.00
2019-03-28,SPY,dd_hybrid,3967.02,3400.00
2019-03-29,SPY,dd_hybrid,3992.03,3400.00
2019-04-01,SPY,dd_hybrid,4139.38,3500.00
2019-04-02,SPY,dd_hybrid,4141.41,3500.00
2019-04-03,SPY,dd_hybrid,4147.92,3500.00
2019-04-04,SPY,dd_hybrid,4158.93,3500.00
2019-04-05,SPY,dd_hybrid,4179.06,3500.00
2019-04-08,SPY,dd_hybrid,4182.25,3500.00
2019-04-09,SPY,dd_hybrid,4160.81,3500.00
2019-04-10,SPY,dd_hybrid,4175.00,3500.00
2019-04-11,SPY,dd_hybrid,4173.84,3500.00
2019-04-12,SPY,dd_hybrid,4202.09,3500.00
2019-04-15,SPY,dd_hybrid,4199.33,3500.00
2019-04-16,SPY,dd_hybrid,4202.09,3500.00
2019-04-17,SPY,dd_hybrid,4191.80,3500.00
2019-04-18,SPY,dd_hybrid,4200.06,3500.00
2019-04-22,SPY,dd_hybrid,4203.68,3500.00
2019-04-23,SPY,dd_hybrid,4241.48,3500.00
2019-04-24,SPY,dd_hybrid,4232.06,3500.00
2019-04-25,SPY,dd_hybrid,4229.46,3500.00
2019-04-26,SPY,dd_hybrid,4249.15,3500.00
2019-04-29,SPY,dd_hybrid,4255.81,3500.00
2019-04-30,SPY,dd_hybrid,4257.99,3500.00
2019-05-01,SPY,dd_hybrid,4325.98,3600.00
2019-05-02,SPY,dd_hybrid,4316.64,3600.00
2019-05-03,SPY,dd_hybrid,4358.89,3600.00
2019-05-06,SPY,dd_hybrid,4340.95,3600.00
2019-05-07,SPY,dd_hybrid,4268.46,3600.00
2019-05-08,SPY,dd_hybrid,4262.53,3600.00
2019-05-09,SPY,dd_hybrid,4249.63,3600.00
2019-05-10,SPY,dd_hybrid,4270.98,3600.00
2019-05-13,SPY,dd_hybrid,4163.65,3600.00
2019-05-14,SPY,dd_hybrid,4201.31,3600.00
2019-05-15,SPY,dd_hybrid,4225.92,3600.00
2019-05-16,SPY,dd_hybrid,4265.05,3600.00
2019-05-17,SPY,dd_hybrid,4237.48,3600.00
2019-05-20,SPY,dd_hybrid,4209.46,3600.00
2019-05-21,SPY,dd_hybrid,4247.41,3600.00
2019-05-22,SPY,dd_hybrid,4234.37,3600.00
2019-05-23,SPY,dd_hybrid,4182.63,3600.00
2019-05-24,SPY,dd_hybrid,4192.11,3600.00
2019-05-28,SPY,dd_hybrid,4153.12,3600.00
2019-05-29,SPY,dd_hybrid,4125.25,3600.00
2019-05-30,SPY,dd_hybrid,4136.52,3600.00
2019-05-31,SPY,dd_hybrid,4080.78,3600.00
2019-06-03,SPY,dd_hybrid,4170.40,3700.00
2019-06-04,SPY,dd_hybrid,4260.93,3700.00
2019-06-05,SPY,dd_hybrid,4297.84,3700.00
2019-06-06,SPY,dd_hybrid,4325.78,3700.00
